status,employee,industry,manager,age
Growth,22,Manufacturing,7,22
Growth,73,Services,4,19
Growth,5,Manufacturing,20,22
Growth,11,Retail,2,6
Growth,8,Manufacturing,8,9
No growth,12,Services,27,21
Growth,9,Services,24,17
No growth,908,Manufacturing,25,147
Growth,310,Manufacturing,1,28
No growth,48,Manufacturing,25,30
Growth,210,Manufacturing,30,72
Growth,13,Services,15,29
Growth,1,Services,15,29
Growth,6,Services,10,28
Growth,48,Services,15,30
Growth,55,Manufacturing,8,30
No growth,150,Manufacturing,40,23
Growth,7,Manufacturing,35,35
Growth,32,Manufacturing,15,12
No growth,42,Retail,29,30
No growth,13,Retail,40,15
Growth,75,Services,20,8
Growth,24,Manufacturing,25,4
Growth,26,Manufacturing,15,66
Growth,18,Manufacturing,10,5
Growth,35,Manufacturing,20,17
Growth,17,Services,43,27
Growth,5,Manufacturing,20,21
Growth,11,Services,10,7
Growth,25,Manufacturing,7,68
Growth,10,Manufacturing,40,42
No growth,32,Services,28,29
Growth,8,Manufacturing,35,23
Growth,112,Manufacturing,35,25
Growth,36,Manufacturing,8,44
Growth,40,Services,18,8
Growth,192,Manufacturing,10,29
Growth,28,Manufacturing,15,26
Growth,27,Services,25,30
No growth,4,Services,22,30
Growth,11,Retail,10,28
No growth,21,Services,29,30
No growth,45,Services,18,17
Growth,7,Manufacturing,10,26
Growth,15,Services,17,17
Growth,15,Manufacturing,20,6
Growth,24,Manufacturing,18,29
Growth,40,Manufacturing,29,30
Growth,19,Manufacturing,10,16
No growth,115,Manufacturing,35,64
Growth,65,Services,20,28
Growth,36,Retail,37,19
Growth,48,Manufacturing,17,30
No growth,67,Manufacturing,28,27
Growth,102,Manufacturing,18,38
No growth,23,Services,35,31
No growth,15,Manufacturing,30,29
No growth,6,Retail,27,29
No growth,19,Services,25,25
No growth,36,Manufacturing,25,26
No growth,122,Manufacturing,1,29
Growth,18,Manufacturing,25,64
Growth,102,Manufacturing,27,22
Growth,6,Services,5,17
Growth,10,Services,20,6
Growth,7,Manufacturing,3,23
No growth,7,Services,38,27
Growth,32,Manufacturing,6,31
Growth,347,Manufacturing,27,74
Growth,26,Manufacturing,15,29
Growth,61,Services,3,24
No growth,105,Manufacturing,30,60
Growth,37,Manufacturing,7,7
No growth,12,Services,12,13
Growth,88,Services,32,29
Growth,8,Retail,10,31
No growth,11,Retail,25,29
Growth,11,Services,20,6
No growth,141,Manufacturing,35,45
Growth,30,Services,2,8
Growth,14,Services,20,14
Growth,9,Manufacturing,17,18
No growth,25,Services,37,20
Growth,20,Services,27,28
Growth,34,Services,14,9
Growth,255,Manufacturing,30,23
Growth,80,Manufacturing,20,22
No growth,146,Retail,5,31
Growth,29,Services,15,12
Growth,98,Manufacturing,40,24
Growth,94,Retail,25,26
Growth,80,Services,35,14
Growth,18,Services,20,46
Growth,210,Manufacturing,5,73
Growth,11,Services,12,6
Growth,18,Services,17,19
Growth,18,Services,1,20
Growth,11,Services,15,3
Growth,23,Services,19,13
No growth,56,Manufacturing,27,28
Growth,10,Services,20,30
Growth,179,Services,38,29
No growth,13,Retail,25,10
Growth,8,Manufacturing,35,30
Growth,43,Manufacturing,1,32
Growth,44,Manufacturing,40,139
Growth,130,Manufacturing,25,62
Growth,45,Services,20,39
Growth,18,Services,25,26
No growth,6,Services,20,27
Growth,15,Retail,30,17
No growth,191,Manufacturing,30,29
Growth,7,Services,10,7
No growth,26,Manufacturing,20,51
No growth,9,Services,1,22
Growth,9,Services,35,25
No growth,20,Services,40,31
Growth,12,Services,14,20
Growth,10,Services,30,28
Growth,4,Retail,26,24
Growth,43,Services,15,4
Growth,34,Manufacturing,35,13
Growth,195,Services,9,33
Growth,9,Services,5,10
Growth,63,Services,20,20
No growth,14,Retail,15,17
Growth,100,Manufacturing,25,31
Growth,22,Services,20,21
Growth,190,Retail,18,28
Growth,517,Manufacturing,2,160
Growth,50,Services,30,19
Growth,6,Services,20,5
Growth,34,Retail,39,30
No growth,8,Manufacturing,25,27
Growth,10,Manufacturing,3,51
Growth,32,Manufacturing,20,31
Growth,190,Manufacturing,5,99
Growth,143,Manufacturing,25,18
Growth,19,Services,20,19
Growth,5,Services,10,13
Growth,33,Services,15,6
No growth,7,Manufacturing,10,27
Growth,43,Manufacturing,20,8
Growth,31,Manufacturing,20,29
Growth,28,Manufacturing,18,24
Growth,24,Services,6,49
No growth,18,Manufacturing,38,26
Growth,5,Services,16,3
Growth,22,Retail,50,30
Growth,2000,Manufacturing,30,72
Growth,527,Manufacturing,20,23
Growth,196,Manufacturing,1,24
Growth,60,Manufacturing,17,17
Growth,240,Manufacturing,5,42
Growth,70,Manufacturing,1,25
No growth,86,Manufacturing,1,30
No growth,5,Retail,34,8
Growth,34,Manufacturing,20,15
Growth,25,Services,30,17
No growth,5,Services,28,12
Growth,14,Services,7,8
Growth,19,Services,40,19
Growth,38,Services,20,7
Growth,63,Manufacturing,20,32
Growth,38,Services,4,18
No growth,118,Services,20,29
No growth,25,Services,30,24
Growth,410,Manufacturing,30,27
No growth,6,Retail,15,16
Growth,5,Services,7,8
Growth,1250,Manufacturing,20,195
Growth,10,Services,32,29
No growth,111,Manufacturing,4,73
No growth,13,Manufacturing,25,23
Growth,220,Manufacturing,1,24
Growth,7,Retail,15,12
Growth,56,Manufacturing,20,10
Growth,1666,Manufacturing,30,49
Growth,6,Services,30,16
Growth,117,Manufacturing,30,31
Growth,20,Retail,12,31
No growth,65,Services,27,11
Growth,70,Manufacturing,20,91
Growth,411,Manufacturing,22,24
Growth,34,Services,1,43
No growth,12,Retail,30,23
Growth,34,Manufacturing,20,63
No growth,11,Retail,29,30
Growth,22,Services,11,13
No growth,100,Retail,10,30
Growth,6,Retail,35,34
Growth,27,Manufacturing,25,9
Growth,822,Manufacturing,22,46
Growth,100,Manufacturing,10,13
No growth,6,Services,1,13
Growth,11,Services,40,20
No growth,6,Services,30,24
Growth,18,Services,30,16
No growth,32,Services,16,27
Growth,8,Manufacturing,35,32
Growth,10,Manufacturing,40,45
Growth,36,Services,16,17
Growth,18,Manufacturing,40,19
Growth,10,Manufacturing,5,8
No growth,44,Retail,26,28
Growth,17,Manufacturing,18,30
Growth,10,Services,5,30
Growth,21,Services,10,27
Growth,29,Retail,15,30
Growth,103,Retail,8,9
Growth,290,Manufacturing,26,27
Growth,38,Services,23,31
Growth,28,Services,10,6
Growth,12,Manufacturing,48,22
Growth,26,Manufacturing,25,59
No growth,5,Services,37,15
No growth,9,Retail,15,27
Growth,184,Manufacturing,30,66
Growth,255,Manufacturing,35,65
Growth,16,Retail,29,30
Growth,8,Retail,25,29
Growth,26,Retail,22,23
Growth,15,Retail,15,10
Growth,9,Services,30,6
Growth,32,Manufacturing,38,30
Growth,8,Services,30,22
Growth,8,Manufacturing,15,30
No growth,23,Manufacturing,36,37
Growth,110,Manufacturing,18,68
No growth,49,Services,25,23
No growth,1492,Manufacturing,20,66
No growth,202,Manufacturing,30,22
No growth,41,Retail,30,12
Growth,75,Manufacturing,25,20
No growth,9,Services,33,35
Growth,30,Services,30,19
Growth,25,Services,9,25
Growth,32,Manufacturing,10,15
Growth,52,Manufacturing,9,11
Growth,19,Services,9,14
Growth,26,Manufacturing,40,29
Growth,10,Retail,20,28
Growth,5,Retail,20,20
No growth,7,Manufacturing,30,26
No growth,16,Services,20,28
Growth,148,Services,27,43
Growth,10,Services,22,27
No growth,11382,Manufacturing,35,66
Growth,8,Services,25,29
Growth,37,Manufacturing,30,15
No growth,18,Manufacturing,29,31
Growth,30,Services,24,11
No growth,7,Services,20,6
Growth,8,Services,27,29
Growth,99,Services,30,9
Growth,125,Manufacturing,15,37
Growth,14,Manufacturing,6,4
No growth,18,Services,18,10
No growth,30,Retail,10,11
No growth,7,Retail,40,28
Growth,56,Services,30,31
No growth,22,Manufacturing,20,29
Growth,53,Manufacturing,3,15
Growth,9,Services,20,9
Growth,27,Services,36,9
Growth,14,Manufacturing,20,45
No growth,15,Services,24,25
No growth,9,Manufacturing,24,25
Growth,237,Retail,30,70
No growth,400,Manufacturing,20,24
Growth,6,Services,20,4
Growth,9,Manufacturing,27,7
No growth,35,Services,20,31
Growth,29,Manufacturing,28,8
Growth,33,Services,24,25
Growth,56,Services,27,28
Growth,6,Services,35,19
Growth,148,Manufacturing,10,17
Growth,30,Manufacturing,18,17
No growth,261,Manufacturing,25,41
Growth,49,Services,22,18
Growth,47,Services,12,14
No growth,13,Manufacturing,40,26
Growth,5,Retail,20,29
Growth,13,Services,15,14
Growth,45,Services,10,7
No growth,43,Services,20,27
Growth,2,Manufacturing,14,10
Growth,30,Manufacturing,20,20
Growth,24,Services,25,10
Growth,25,Retail,30,11
No growth,6,Retail,10,9
Growth,9,Retail,28,29
Growth,10,Services,20,10
Growth,8,Manufacturing,10,30
Growth,34,Manufacturing,16,29
Growth,7,Retail,20,16
Growth,32,Retail,26,27
Growth,37,Services,26,27
Growth,14,Services,25,12
No growth,7,Retail,30,17
Growth,32,Services,35,31
Growth,106,Manufacturing,25,17
Growth,11,Retail,22,16
Growth,20,Manufacturing,5,4
Growth,63,Manufacturing,30,49
Growth,41,Services,26,27
Growth,92,Manufacturing,30,28
No growth,29,Retail,37,31
No growth,56,Manufacturing,22,24
No growth,32,Manufacturing,25,30
Growth,28,Manufacturing,10,17
Growth,8,Manufacturing,27,28
No growth,41,Manufacturing,30,70
No growth,8,Services,34,35
Growth,6,Manufacturing,20,41
No growth,70,Manufacturing,20,28
Growth,46,Retail,20,30
Growth,24,Services,20,13
No growth,3,Retail,18,28
Growth,53,Manufacturing,27,28
Growth,85,Manufacturing,30,46
Growth,56,Manufacturing,20,40
Growth,20,Manufacturing,20,13
Growth,10,Services,14,15
No growth,5,Retail,26,23
Growth,7,Manufacturing,15,13
Growth,5,Services,20,4
Growth,68,Manufacturing,8,7
Growth,5,Manufacturing,20,11
No growth,120,Retail,11,16
No growth,41,Manufacturing,25,53
Growth,25,Manufacturing,10,11
Growth,480,Manufacturing,25,13
Growth,28,Services,6,8
Growth,10,Services,25,10
Growth,22,Manufacturing,2,9
Growth,61,Services,12,17
Growth,9,Services,6,7
No growth,5,Retail,7,9
Growth,13,Services,1,6
Growth,6,Services,2,3
No growth,4,Retail,1,3
Growth,13,Services,17,5
No growth,75,Retail,25,14
No growth,7,Retail,10,6
Growth,386,Manufacturing,7,35
Growth,15,Manufacturing,30,14
Growth,60,Services,5,5
Growth,40,Manufacturing,10,16
Growth,294,Manufacturing,20,12
Growth,11,Services,14,15
Growth,5,Manufacturing,5,6
Growth,256,Manufacturing,17,18
No growth,80,Services,15,5
Growth,44,Services,16,18
No growth,8,Services,25,9
Growth,175,Manufacturing,16,17
No growth,60,Services,26,13
No growth,10,Retail,6,7
No growth,32,Services,16,6
Growth,7,Manufacturing,3,5
Growth,10,Services,6,8
Growth,9,Services,10,11
Growth,15,Manufacturing,7,8
Growth,8,Services,10,9
Growth,53,Manufacturing,6,21
No growth,12,Manufacturing,1,46
Growth,25,Manufacturing,7,8
Growth,40,Services,9,10
Growth,13,Services,11,23
Growth,9,Manufacturing,5,7
Growth,14,Manufacturing,23,3
Growth,35,Manufacturing,1,3
Growth,24,Manufacturing,1,83
No growth,10,Retail,14,15
Growth,35,Services,8,10
Growth,5,Services,20,13
Growth,7,Manufacturing,6,7
No growth,6,Retail,10,6
Growth,6,Services,3,4
No growth,40,Services,20,16
Growth,7,Manufacturing,8,8
No growth,109,Services,13,15
Growth,21,Services,8,16
Growth,22,Manufacturing,20,25
No growth,8,Services,28,14
Growth,103,Manufacturing,3,8
No growth,50,Retail,25,40
Growth,6,Manufacturing,12,10
Growth,11,Services,40,14
Growth,7,Manufacturing,30,19
No growth,15,Services,15,26
Growth,107,Manufacturing,18,15
Growth,11,Services,16,20
Growth,210,Manufacturing,8,9
Growth,5,Services,8,10
No growth,20,Services,20,11
No growth,5,Services,18,19
No growth,150,Services,7,8
No growth,10,Services,10,25
Growth,70,Manufacturing,13,9
No growth,20,Retail,15,12
Growth,140,Manufacturing,6,4
Growth,20,Retail,14,15
No growth,8,Services,6,7
Growth,56,Manufacturing,18,20
Growth,58,Services,2,3
Growth,523,Services,10,89
Growth,13,Manufacturing,5,4
No growth,17,Services,2,4
Growth,63,Services,4,6
No growth,25,Retail,7,77
No growth,200,Services,15,14
Growth,270,Manufacturing,9,10
No growth,96,Services,17,18
No growth,6,Retail,15,17
No growth,118,Services,27,26
Growth,12,Manufacturing,35,20
No growth,10,Services,7,7
Growth,46,Manufacturing,8,21
Growth,3,Manufacturing,15,17
No growth,17,Retail,13,14
Growth,6,Manufacturing,5,6
Growth,9,Manufacturing,9,9
No growth,30,Services,30,16
Growth,80,Services,20,3
No growth,10,Services,14,15
Growth,12,Services,14,16
No growth,350,Services,30,23
No growth,22,Services,5,16
No growth,6,Services,10,9
Growth,567,Manufacturing,13,4
Growth,42,Services,4,5
No growth,20,Services,20,5
Growth,14,Services,1,24
Growth,13,Manufacturing,44,64
No growth,7,Services,3,12
No growth,25,Retail,6,78
Growth,138,Manufacturing,3,9
Growth,25,Manufacturing,13,13
No growth,30,Services,20,18
No growth,30,Manufacturing,30,32
Growth,30,Manufacturing,10,9
Growth,282,Manufacturing,11,13
No growth,317,Services,12,13
Growth,41,Manufacturing,7,10
No growth,60,Services,3,8
Growth,32,Manufacturing,5,6
No growth,35,Manufacturing,15,22
Growth,42,Manufacturing,35,27
Growth,5,Manufacturing,6,7
Growth,36,Services,12,3
Growth,14,Manufacturing,6,18
No growth,5,Retail,5,7
No growth,94,Services,13,47
Growth,6,Manufacturing,50,24
Growth,309,Services,12,5
No growth,18,Services,15,7
No growth,8,Retail,8,9
Growth,142,Manufacturing,19,20
No growth,14,Manufacturing,20,22
Growth,16,Manufacturing,3,4
No growth,5,Services,12,13
Growth,55,Services,1,10
No growth,8,Services,15,7
No growth,30,Services,9,12
Growth,10,Manufacturing,15,14
Growth,10,Services,2,5
Growth,7,Services,3,5
No growth,6,Services,15,17
Growth,103,Manufacturing,4,83
No growth,8,Manufacturing,30,28
Growth,6,Manufacturing,10,11
Growth,5,Services,4,6
Growth,87,Manufacturing,6,5
Growth,271,Manufacturing,7,13
No growth,200,Services,15,16
Growth,7,Manufacturing,8,6
Growth,28,Manufacturing,48,20
Growth,7,Manufacturing,16,18
Growth,25,Manufacturing,2,8
Growth,11,Services,2,5
No growth,5,Services,5,6
Growth,170,Manufacturing,40,10
Growth,7,Manufacturing,8,9
Growth,44,Manufacturing,12,13
Growth,14,Services,2,3
No growth,9,Services,39,17
No growth,112,Services,15,29
Growth,13,Manufacturing,15,4
Growth,11,Manufacturing,3,4
Growth,24,Services,13,14
Growth,850,Manufacturing,20,28
Growth,17,Manufacturing,10,20
Growth,230,Manufacturing,1,3
Growth,8,Services,30,6
Growth,12,Manufacturing,6,8
No growth,7,Retail,15,9
Growth,4,Manufacturing,6,21
Growth,30,Manufacturing,13,14
Growth,12,Manufacturing,10,11
Growth,139,Manufacturing,10,6
No growth,7,Services,16,18
Growth,29,Manufacturing,18,20
No growth,22,Services,20,7
Growth,6,Services,20,5
Growth,8,Services,17,18
Growth,5,Services,2,11
Growth,22,Manufacturing,12,3
Growth,8,Services,8,10
Growth,6,Manufacturing,18,20
Growth,105,Manufacturing,10,14
No growth,50,Manufacturing,29,22
No growth,5,Services,21,23
Growth,13,Manufacturing,7,6
No growth,16,Retail,40,16
Growth,300,Manufacturing,18,10
No growth,15,Retail,10,6
Growth,12,Services,10,11
Growth,52,Services,11,12
Growth,16,Manufacturing,17,18
Growth,7,Services,4,4
Growth,120,Manufacturing,15,17
Growth,18,Services,10,12
Growth,9,Services,1,6
No growth,14,Retail,8,9
No growth,60,Retail,10,11
No growth,30,Manufacturing,14,52
Growth,154,Manufacturing,3,82
Growth,6,Services,15,22
Growth,9,Manufacturing,7,9
No growth,14,Services,17,11
No growth,155,Manufacturing,18,21
Growth,16,Services,12,13
Growth,30,Manufacturing,26,17
Growth,59,Services,40,13
No growth,12,Retail,4,6
Growth,85,Services,14,16
Growth,42,Manufacturing,25,4
No growth,6,Services,30,25
Growth,150,Food,20,65
Growth,90,Food,24,26
Growth,5,Food,10,24
Growth,140,Food,25,13
No growth,25,Services,11,5
Growth,240,Services,20,17
No growth,50,Food,13,41
Growth,7,Services,15,9
No growth,80,Services,4,7
Growth,20,Services,20,19
Growth,190,Services,3,21
No growth,20,Services,40,37
No growth,16,Services,8,27
Growth,50,Food,30,58
Growth,60,Services,20,16
No growth,150,Food,6,14
No growth,30,Services,5,8
Growth,10,Services,20,19
Growth,20,Food,30,20
No growth,250,Services,25,10
Growth,105,Food,25,10
Growth,17,Services,15,8
No growth,16,Services,28,31
Growth,75,Food,30,41
No growth,70,Services,32,34
Growth,20,Food,30,31
Growth,60,Services,16,18
Growth,25,Services,20,16
No growth,7,Food,4,7
Growth,13,Services,4,5
Growth,20,Services,12,14
No growth,6,Food,32,21
Growth,9,Food,10,45
No growth,8,Services,26,28
Growth,300,Services,12,7
No growth,200,Food,19,38
Growth,150,Food,21,16
Growth,315,Food,20,33
No growth,11,Food,9,20
No growth,6,Services,9,11
No growth,25,Food,40,39
Growth,5,Services,7,15
Growth,270,Food,40,19
No growth,9,Food,30,18
Growth,9,Services,20,14
No growth,14,Food,22,15
Growth,60,Food,20,36
Growth,9,Food,14,16
Growth,1500,Food,30,29
No growth,20,Services,49,40
No growth,10,Food,7,21
No growth,8,Food,30,31
No growth,8,Food,32,34
No growth,10,Services,8,6
Growth,30,Services,12,15
Growth,1544,Services,20,10
Growth,22,Services,11,16
No growth,8,Food,21,9
Growth,6,Food,30,12
No growth,40,Services,20,18
Growth,140,Services,17,35
Growth,393,Food,30,46
No growth,13,Services,30,31
Growth,9,Services,4,6
Growth,30,Food,7,23
Growth,20,Food,25,24
Growth,75,Food,30,38
Growth,115,Services,25,49
Growth,15,Services,20,5
Growth,23,Food,30,24
Growth,300,Services,30,16
No growth,40,Services,40,34
Growth,6,Food,8,10
Growth,7,Services,15,13
No growth,6,Services,4,3
No growth,30,Food,25,26
Growth,12,Services,1,6
Growth,15,Food,50,12
Growth,130,Services,20,18
No growth,100,Food,4,7
Growth,170,Food,40,21
Growth,15,Services,18,21
Growth,30,Services,13,10
Growth,80,Food,25,72
No growth,6,Food,20,21
No growth,40,Services,10,7
Growth,5,Services,21,19
No growth,8,Food,40,42
Growth,10,Food,20,21
Growth,21,Services,15,10
No growth,10,Food,5,16
Growth,120,Services,22,19
Growth,8,Services,15,12
Growth,9,Food,27,33
Growth,9,Services,10,7
Growth,25,Food,30,52
Growth,7,Food,6,9
No growth,20,Services,25,29
No growth,6,Food,50,22
No growth,26,Food,30,29
No growth,9,Food,20,53
No growth,24,Services,29,32
No growth,10,Services,50,31
Growth,250,Services,20,16
Growth,9,Food,25,13
Growth,100,Food,25,32
Growth,350,Services,10,41
No growth,29,Services,13,16
Growth,10,Food,22,56
Growth,5,Food,12,9
Growth,8,Food,37,14
Growth,450,Food,22,46
No growth,9,Services,10,26
Growth,12,Services,25,21
No growth,11,Services,15,17
Growth,52,Food,40,41
Growth,60,Food,20,16
No growth,20,Services,30,25
No growth,8,Food,25,9
No growth,35,Services,13,16
Growth,200,Food,43,42
Growth,10,Food,25,8
No growth,9,Food,25,22
Growth,6,Services,34,13
Growth,200,Services,25,11
No growth,5,Services,30,25
No growth,29,Food,18,21
Growth,35,Services,20,12
No growth,7,Food,40,51
No growth,140,Food,40,31
Growth,800,Food,40,15
Growth,10,Services,6,7
No growth,202,Food,20,35
Growth,7,Services,8,4
Growth,120,Services,22,18
Growth,110,Services,35,35
No growth,100,Food,20,16
No growth,5,Food,15,52
No growth,50,Food,20,37
No growth,9,Food,10,30
No growth,83,Services,10,16
No growth,9,Food,6,57
No growth,20,Services,18,21
No growth,5,Services,30,50
Growth,55,Food,45,43
Growth,41,Food,31,21
Growth,16,Food,10,11
Growth,8,Services,17,16
No growth,120,Food,50,16
No growth,31,Services,9,26
No growth,8,Food,9,11
No growth,8,Food,32,34
No growth,45,Services,12,13
No growth,20,Services,15,8
No growth,9,Services,40,19
No growth,35,Food,16,14
Growth,25,Services,15,19
Growth,500,Food,25,49
Growth,15,Food,35,13
Growth,240,Food,35,24
Growth,20,Food,25,21
No growth,6,Food,29,31
Growth,250,Food,25,14
No growth,8,Services,30,18
Growth,65,Food,30,25
No growth,12,Services,20,19
No growth,25,Food,23,25
No growth,1,Services,32,28
Growth,11,Food,42,38
Growth,5,Services,10,9
No growth,6,Food,18,20
No growth,180,Food,30,109
Growth,100,Food,40,49
No growth,10,Services,20,23
No growth,5,Food,55,6
Growth,200,Food,13,43
Growth,15,Services,20,9
No growth,6,Food,13,15
Growth,17,Food,24,111
Growth,25,Food,30,25
Growth,30,Food,20,11
No growth,200,Services,30,43
No growth,100,Services,15,9
No growth,12,Food,11,6
Growth,14,Services,8,45
Growth,10,Services,40,9
Growth,110,Food,28,30
Growth,9,Services,25,13
Growth,25,Food,27,18
No growth,20,Services,6,9
No growth,50,Food,19,9
Growth,62,Food,25,21
No growth,13,Services,33,16
No growth,50,Food,30,23
No growth,20,Services,15,23
No growth,7,Services,50,37
Growth,15,Food,20,14
Growth,250,Food,15,16
Growth,100,Food,20,15
Growth,35,Technology,30,21
Growth,11,Food,8,5
Growth,10,Services,14,25
No growth,44,Technology,40,38
No growth,159,Food,25,21
Growth,8,Food,24,11
No growth,7,Food,9,8
Growth,18,Food,10,10
Growth,430,Technology,10,66
Growth,12,Food,15,4
No growth,18,Food,12,8
Growth,6,Food,50,24
Growth,70,Services,5,10
Growth,20,Services,20,11
Growth,19,Technology,15,10
Growth,60,Food,15,10
Growth,30,Retail,12,9
Growth,150,Technology,35,27
Growth,7,Food,15,16
Growth,14,Technology,13,12
Growth,20,Food,18,16
Growth,25,Technology,25,16
No growth,58,Food,15,17
Growth,7,Technology,24,26
Growth,1020,Technology,40,42
Growth,5,Services,12,20
Growth,15,Services,25,9
Growth,300,Technology,55,48
Growth,13,Services,10,7
Growth,16,Technology,50,86
Growth,19,Food,40,37
Growth,14,Services,25,28
Growth,6,Technology,11,13
Growth,90,Technology,30,14
Growth,3,Services,10,22
No growth,5,Food,25,16
Growth,9,Technology,40,5
Growth,100,Technology,25,12
Growth,130,Technology,29,42
Growth,5,Services,32,13
No growth,6,Food,16,11
Growth,240,Food,20,26
No growth,5,Services,15,6
Growth,6,Services,10,12
Growth,38,Technology,19,17
Growth,117,Technology,20,9
Growth,190,Technology,35,52
Growth,20,Food,15,15
Growth,35,Food,40,25
Growth,11,Technology,30,23
Growth,8,Food,35,38
Growth,20,Food,10,20
Growth,9,Services,25,13
Growth,6,Food,12,8
Growth,30,Technology,44,37
Growth,18,Technology,33,12
Growth,75,Technology,35,34
Growth,5,Food,15,27
Growth,18,Services,20,6
Growth,15,Food,15,13
Growth,25,Services,30,14
Growth,200,Services,35,6
Growth,16,Services,23,8
Growth,40,Food,10,20
No growth,5,Services,18,24
Growth,105,Technology,20,22
Growth,250,Food,1,40
No growth,279,Food,40,23
Growth,580,Food,30,42
Growth,13,Services,15,15
Growth,8,Services,14,12
Growth,200,Services,18,18
Growth,8,Technology,33,7
No growth,8,Services,6,5
Growth,30,Food,12,10
Growth,6,Services,20,5
Growth,162,Technology,21,23
Growth,70,Food,40,8
Growth,15,Food,30,25
Growth,150,Services,22,27
Growth,24,Technology,12,4
Growth,25,Services,20,15
Growth,25,Retail,20,40
Growth,38,Technology,15,14
No growth,9,Services,40,29
Growth,8,Food,15,12
No growth,30,Retail,60,75
Growth,22,Technology,33,10
Growth,5,Technology,40,48
Growth,8,Food,10,6
No growth,8,Retail,25,20
Growth,220,Services,15,15
Growth,6,Food,25,12
No growth,2,Retail,18,23
Growth,5,Food,40,9
Growth,156,Food,35,35
Growth,110,Food,25,27
Growth,6,Food,17,15
Growth,8,Services,8,8
Growth,6,Services,5,6
Growth,12,Food,35,28
Growth,10,Technology,33,30
Growth,15,Food,25,26
Growth,9,Services,35,20
Growth,30,Food,25,8
Growth,30,Services,35,17
No growth,20,Services,40,42
Growth,8,Technology,14,16
Growth,6,Food,8,9
Growth,11,Food,10,6
Growth,23,Food,20,27
No growth,4,Retail,22,22
Growth,45,Services,10,8
No growth,65,Services,30,25
Growth,21,Technology,25,14
Growth,5,Food,35,74
Growth,190,Food,18,34
Growth,12,Technology,35,27
Growth,30,Technology,14,16
Growth,16,Technology,23,23
Growth,10,Technology,35,10
Growth,38,Food,19,38
Growth,8,Food,13,15
Growth,24,Services,30,7
Growth,70,Technology,22,19
Growth,32,Technology,25,20
Growth,18,Services,14,12
Growth,87,Food,35,30
Growth,18,Technology,8,10
Growth,352,Technology,70,94
Growth,70,Technology,35,18
Growth,11,Technology,10,4
Growth,10,Services,20,20
Growth,7,Food,30,22
Growth,120,Food,40,31
Growth,15,Services,25,4
Growth,70,Technology,40,31
Growth,334,Technology,35,9
Growth,65,Services,20,18
No growth,27,Services,20,11
Growth,12,Services,23,4
Growth,45,Food,40,52
Growth,35,Services,25,11
No growth,7,Services,19,15
No growth,25,Services,25,15
Growth,13,Technology,17,13
No growth,25,Retail,20,8
Growth,70,Food,46,48
Growth,6,Services,5,7
Growth,15,Technology,15,30
Growth,9,Food,65,58
Growth,8,Services,40,21
Growth,5,Food,10,8
Growth,40,Technology,27,29
Growth,137,Technology,27,25
Growth,5,Food,20,7
Growth,5,Technology,16,14
Growth,47,Technology,15,17
Growth,250,Food,35,70
No growth,40,Services,25,7
Growth,17,Technology,21,24
Growth,15,Services,15,14
Growth,2000,Technology,50,32
Growth,7,Food,42,34
Growth,20,Services,40,20
Growth,12,Technology,45,13
Growth,6,Services,15,4
Growth,20,Food,40,13
Growth,90,Food,10,55
No growth,12,Technology,30,27
Growth,17,Technology,40,26
Growth,7,Food,30,17
Growth,26,Services,15,10
Growth,31,Services,10,10
Growth,25,Services,5,7
Growth,5,Technology,22,6
Growth,23,Food,45,24
Growth,27,Services,14,16
Growth,10,Services,10,15
Growth,57,Food,36,100
Growth,10,Services,10,10
Growth,147,Food,11,6
Growth,10,Food,10,10
Growth,10,Food,10,5
Growth,16,Food,40,43
Growth,18,Food,8,10
Growth,6,Technology,48,41
No growth,20,Services,15,15
Growth,40,Services,6,5
Growth,110,Services,30,9
Growth,55,Technology,25,20
Growth,5,Services,25,6
Growth,6,Technology,8,4
Growth,12,Technology,5,6
Growth,33,Technology,45,40
Growth,6,Services,16,15
Growth,18,Technology,25,20
Growth,8,Services,25,9
Growth,9,Technology,35,8
Growth,7,Services,27,8
Growth,24,Food,14,24
Growth,7,Technology,30,11
Growth,59,Food,30,24
Growth,7,Services,25,11
Growth,30,Technology,11,13
Growth,130,Technology,40,30
Growth,150,Technology,30,24
Growth,70,Technology,23,25
Growth,10,Services,20,17
No growth,80,Food,22,14
Growth,175,Services,6,28
Growth,16,Retail,14,16
Growth,145,Food,35,37
Growth,370,Food,55,26
Growth,30,Food,25,30
Growth,20,Services,6,6
Growth,18,Services,12,6
Growth,5,Services,30,20
Growth,8,Food,11,11
Growth,6,Services,30,12
Growth,12,Food,36,38
Growth,11,Services,16,9
Growth,5,Technology,20,14
Growth,80,Technology,35,13
Growth,10,Services,10,19
Growth,6,Technology,14,13
Growth,7,Technology,55,28
Growth,10,Food,23,15
Growth,9,Technology,30,23
No growth,12,Services,20,10
Growth,12,Technology,25,18
Growth,31,Services,30,9
Growth,5,Technology,50,43
Growth,125,Food,30,5
Growth,23,Services,9,9
Growth,5,Services,15,5
Growth,7,Services,25,19
Growth,45,Food,30,31
No growth,34,Technology,20,55
Growth,140,Technology,48,24
Growth,135,Food,45,35
Growth,10,Technology,24,22
Growth,540,Food,1,41
Growth,17,Food,8,8
No growth,20,Services,18,20
No growth,5,Food,15,13
Growth,40,Technology,25,13
